use,type,which,loga,a,b,n,rsq,minLen,maxLen,reason
yes,WBIC_YEAR,2329800_1999,-12.9780050896518,2.31059592698349e-06,3.22764172460319,58,0.893994394669804,172.72,741.68,
yes,WBIC_YEAR,2331600_1988,-15.2748544342692,2.32388700452062e-07,3.59834739596165,256,0.980669491551692,276.86,817.88,
yes,WBIC_YEAR,2331600_1994,-13.2190058474147,1.81576108527001e-06,3.26985340031428,310,0.982513599935076,180.34,716.28,
yes,WBIC_YEAR,2332400_1995,-13.239066996687,1.77969777627245e-06,3.2651642418183,129,0.951542441442792,325.12,728.98,
yes,WBIC_YEAR,2334300_1993,-15.9061808068455,1.23604262429053e-07,3.67391999530696,40,0.882807355952061,205.74,629.92,
NO,WBIC_YEAR,2334300_1999,-22.6364657217326,1.47607303728263e-10,4.78182705520569,41,0.939323227717962,236.22,650.24,b far from 3
yes,WBIC_YEAR,2334400_1993,-14.3182840061284,6.04850808934312e-07,3.42813301163155,295,0.885637633748842,238.76,759.46,
yes,WBIC_YEAR,2334400_1999,-13.6245246115758,1.21044244087393e-06,3.34337068916077,231,0.971484647987198,175.26,784.86,
yes,WBIC_YEAR,2334700_1990,-12.9593050338865,2.35421072830575e-06,3.23742232876109,130,0.977353179825947,256.54,736.6,
yes,WBIC_YEAR,2334700_1995,-13.0818729496932,2.08264268365224e-06,3.2371847909887,366,0.987092114471367,132.08,787.4,
yes,WBIC_YEAR,2338300_1995,-12.6454322827191,3.22224485066316e-06,3.16365407204775,350,0.979630986972188,96.52,609.6,
yes,WBIC_YEAR,2338300_1999,-10.2700224877207,3.46565960683998e-05,2.78660637981004,156,0.877016439473879,233.68,688.34,
yes,WBIC_YEAR,2339100_1992,-14.1519151077202,7.14334063682945e-07,3.40669167377971,235,0.960649423098079,284.48,762,
NO,WBIC_YEAR,2339100_2016,8.34855676460069,4224.08,NA,2,0,711.2,711.2,n< 25
yes,WBIC_YEAR,2339800_1995,-8.98703563566762,0.000125020149748169,2.58393221516192,117,0.87075830276748,381,736.6,
yes,WBIC_YEAR,2339900_2013,-11.0691265806003,1.55861699186034e-05,2.87805342843542,81,0.99498918523951,91.44,259.08,
yes,WBIC_YEAR,2340500_1991,-16.4006391693794,7.53863834281645e-08,3.78141345927459,102,0.967180768051227,248.92,683.26,
yes,WBIC_YEAR,2340700_1991,-15.7510312873995,1.44349082433186e-07,3.66595763018403,246,0.95278106375296,248.92,685.8,
yes,WBIC_YEAR,2340900_1991,-14.2235886258625,6.64926967345329e-07,3.41844212597771,56,0.94107275065811,302.26,660.4,
yes,WBIC_YEAR,2343200_1993,-14.450954990668,5.2970001998451e-07,3.47250325471591,128,0.926839858627904,218.44,622.3,
yes,WBIC_YEAR,2344000_1993,-14.3618202147298,5.79082886680914e-07,3.4476220571364,112,0.985573307331227,271.78,721.36,
yes,WBIC_YEAR,2351400_1995,-11.3558351796034,1.1701012521528e-05,2.93355626813412,649,0.920933194163554,132.08,642.62,
NO,WBIC_YEAR,2351400_2000,-15.6966873360611,1.52410646675105e-07,3.65403810880536,146,0.547526098519454,251.46,495.3,r^2< 0.85
yes,WBIC_YEAR,2351400_2008,-12.5818779097112,3.43368026064726e-06,3.15300361078661,306,0.974592641733008,152.4,670.56,
yes,WBIC_YEAR,2351400_2012,-13.5189828011335,1.3451798974098e-06,3.3157840247856,466,0.895577135717074,243.84,601.98,
yes,WBIC_YEAR,2351400_2016,-13.6519585832604,1.17768656350717e-06,3.34042735698401,302,0.943480302639541,259.08,728.98,
yes,WBIC_YEAR,2353600_2002,-10.4684480273638,2.84191305867122e-05,2.83168099029631,173,0.975457285074098,190.5,734.06,
yes,WBIC_YEAR,2390800_1988,-10.5541294199099,2.60855400063043e-05,2.85532374201909,514,0.864441464979742,330.2,703.58,
NO,WBIC_YEAR,2390800_1991,-12.0905061053482,5.61254602015039e-06,3.08855518013595,284,0.820818328303478,363.22,711.2,r^2< 0.85
NO,WBIC_YEAR,2390800_2001,-12.4158990982631,4.05362466429184e-06,3.13536738552723,4,0.988081648933081,391.16,652.78,n< 25
yes,WBIC_YEAR,2391200_1986,-11.9570447302996,6.41388920804627e-06,3.074808615914,312,0.934924641984558,320.04,647.7,
yes,WBIC_YEAR,2391200_1987,-12.035664556733,5.92894329831528e-06,3.04423733423915,158,0.960049297968071,81.28,327.66,
NO,WBIC_YEAR,2391200_1994,-15.296243167677,2.27470979875906e-07,3.57609607306042,520,0.842549213687222,304.8,609.6,r^2< 0.85
NO,WBIC_YEAR,2391200_2000,-11.7742598123443,7.70023421261676e-06,3.02293459578555,23,0.9559429822639,259.08,635,n< 25
yes,WBIC_YEAR,2392000_1987,-11.9477227469833,6.473958925688e-06,3.04807445213082,49,0.918232646308881,226.06,386.08,
NO,WBIC_YEAR,2392000_1993,-12.4397045063073,3.95826600425644e-06,3.12840974047696,133,0.765264353341987,304.8,764.54,r^2< 0.85
yes,WBIC_YEAR,2393200_1987,-11.4739180040726,1.03977824130027e-05,2.96572845495484,59,0.964889359962901,177.8,325.12,
yes,WBIC_YEAR,2393200_1991,-14.1745821282728,6.98324370272399e-07,3.42015532504885,208,0.917789310454722,304.8,678.18,
yes,WBIC_YEAR,2393500_1987,-12.5757152546726,3.4549061844527e-06,3.16958401922481,86,0.990200694216017,142.24,325.12,
NO,WBIC_YEAR,2393500_1991,-17.9221353402587,1.64632479020791e-08,4.02490881286501,549,0.861587969551697,203.2,739.14,b far from 3
yes,WBIC_YEAR,2393500_1997,-13.5027989658329,1.36712718392667e-06,3.30516772751444,519,0.959375120673479,167.64,736.6,
yes,WBIC_YEAR,2395600_1987,-11.3814874692585,1.14046719167358e-05,2.92518604382853,72,0.965149136558647,132.08,304.8,
yes,WBIC_YEAR,2395600_1991,-13.1788112152636,1.8902315649436e-06,3.24522803498903,245,0.891313325636218,256.54,711.2,
NO,WBIC_YEAR,2395600_1998,-11.794225490228,7.54801841887863e-06,3.0199578154216,244,0.815234907970138,368.3,711.2,r^2< 0.85
yes,WBIC_YEAR,2399700_1990,-13.7235679337749,1.09630191906499e-06,3.34103195473513,1069,0.944145876922779,144.78,774.7,
yes,WBIC_YEAR,2399700_1999,-13.1156903056969,2.01339077251666e-06,3.24619399080208,990,0.87843901979532,223.52,680.72,
yes,WBIC_YEAR,2417000_1990,-13.3095500798379,1.65857778335346e-06,3.27765788798111,472,0.965490558673652,154.94,762,
yes,WBIC_YEAR,2418600_1990,-13.0404287180153,2.17076977560173e-06,3.23781563353917,226,0.928737897377104,241.3,685.8,
NO,WBIC_YEAR,2420600_1995,-12.2516017996187,4.77745872837472e-06,3.08191319823627,563,0.826405158816396,132.08,736.6,r^2< 0.85
NO,WBIC_YEAR,2451900_1996,-10.7611228054737,2.12081968854638e-05,2.83861750736904,40,0.843961597111191,350.52,553.72,r^2< 0.85
yes,WBIC_YEAR,2451900_1999,-13.1861019125977,1.8765005737844e-06,3.24816534785061,49,0.940624216805893,228.6,508,
yes,WBIC_YEAR,2452400_1995,-13.4639440505787,1.42129227045541e-06,3.31983636181045,82,0.967242832335335,182.88,464.82,
yes,WBIC_YEAR,2461100_1995,-10.74645159705,2.15216404378771e-05,2.86030761436531,211,0.970660361291483,162.56,718.82,
yes,WBIC_YEAR,2461100_2000,-13.6246153875884,1.21033256672273e-06,3.31684337675009,31,0.937936363040984,383.54,764.54,
NO,WBIC_YEAR,2469800_2013,-13.6120327739135,1.22565792818439e-06,3.36672900787631,10,0.705694767598049,335.28,403.86,n< 25
yes,WBIC_YEAR,2485700_2015,-13.051081219019,2.14776837710664e-06,3.25441105066741,51,0.97842018392924,187.96,693.42,
yes,WBIC_YEAR,2490500_1995,-9.35842864907223,8.62354985387973e-05,2.62545092647175,165,0.955163420352961,78.74,624.84,
yes,WBIC_YEAR,2490500_2015,-10.739808574381,2.16650851087675e-05,2.87902804568851,115,0.962744517093308,193.04,574.04,
yes,WBIC_YEAR,2492100_1994,-12.2092651853306,4.98406275467908e-06,3.10446844025767,109,0.962341320842768,297.18,736.6,
yes,WBIC_YEAR,2495100_1988,-13.1695810102091,1.90775955893431e-06,3.24927761296026,189,0.986478385459716,132.08,736.6,
yes,WBIC_YEAR,2495100_1993,-11.4573046099108,1.05719677693138e-05,2.98681929718631,165,0.924706914635226,292.1,680.72,
NO,WBIC_YEAR,2495100_2000,4.32016914453159,75.2013471129656,0.466097805584734,4,0.0263989546796223,515.62,543.56,n< 25
yes,WBIC_YEAR,2496300_1977,-11.3430584535269,1.18514722982009e-05,2.95850036201046,330,0.977777147878909,109.22,749.3,
yes,WBIC_YEAR,2496300_1994,-12.5743934659643,3.45947585984268e-06,3.14804546041519,371,0.948419911056578,137.16,703.58,
yes,WBIC_YEAR,2496300_1999,-11.9627400611049,6.37746381305502e-06,3.05655544625554,365,0.958657350982489,149.86,739.14,
yes,WBIC_YEAR,2615100_1994,-12.2362373004507,4.8514287903529e-06,3.1165206318082,172,0.980189001382103,142.24,711.2,
yes,WBIC_YEAR,2615100_2004,-13.9525616198838,8.71925702795313e-07,3.397702382817,258,0.976693069123994,132.08,660.4,
yes,WBIC_YEAR,2615100_2009,-12.5375288770781,3.58938787959706e-06,3.16133893245871,178,0.962483963055909,172.72,688.34,
yes,WBIC_YEAR,2615100_2013,-13.1427815663438,1.95957770152145e-06,3.26236366321893,223,0.978775607593641,170.18,706.12,
yes,WBIC_YEAR,2620600_1988,-12.7367787581435,2.94094747494116e-06,3.1949218249218,458,0.987766836303709,144.78,762,
yes,WBIC_YEAR,2620600_1994,-12.1574338514963,5.24920536693144e-06,3.10906363920251,201,0.976384506842105,251.46,762,
yes,WBIC_YEAR,2620600_1998,-11.0301707029496,1.62053244017627e-05,2.91126535865661,48,0.967609999195282,373.38,685.8,
NO,WBIC_YEAR,2620600_2014,-11.2319651589166,1.32440103218834e-05,2.9436400589672,18,0.991443460054025,223.52,665.48,n< 25
yes,WBIC_YEAR,2621100_1988,-12.9084050375488,2.47714210933917e-06,3.22256489061632,268,0.977559949744368,167.64,772.16,
yes,WBIC_YEAR,2621100_1991,-12.8407939626885,2.65041596412879e-06,3.19799047144472,123,0.96917073185118,292.1,731.52,
yes,WBIC_YEAR,2621100_2012,-11.1548481265594,1.43057625469576e-05,2.95171419209345,99,0.966524567375286,175.26,726.44,
yes,WBIC_YEAR,2627400_1989,-12.756567299397,2.88332245249463e-06,3.20338361900593,246,0.985573268252985,154.94,711.2,
yes,WBIC_YEAR,2627400_1991,-12.5060136371527,3.70430968226372e-06,3.15955122984518,250,0.961611612592494,254,734.06,
yes,WBIC_YEAR,2627400_1997,-10.3220516413091,3.28995479203834e-05,2.80891106429476,227,0.984582988076439,147.32,703.58,
NO,WBIC_YEAR,2627400_2012,-11.0934212282405,1.52120720998445e-05,2.95150196708112,5,0.980646906805279,205.74,647.7,n< 25
yes,WBIC_YEAR,2641000_1990,-13.3676897711757,1.56489822008622e-06,3.30683189927049,267,0.971120328568444,180.34,685.8,
yes,WBIC_YEAR,2641000_2003,-13.8685273047868,9.48364130263492e-07,3.38841826808565,117,0.931992692510847,353.06,680.72,
yes,WBIC_YEAR,2641000_2011,-12.8066169914733,2.74256487000745e-06,3.21925928826489,117,0.97335649636519,304.8,726.44,
yes,WBIC_YEAR,2654500_1991,-13.0302624026491,2.19295106567963e-06,3.23891344606847,199,0.980054925755384,312.42,749.3,
yes,WBIC_YEAR,2654500_1997,-11.7668689266544,7.75735659594358e-06,3.03095301586878,158,0.969420570573688,165.1,685.8,
yes,WBIC_YEAR,2661100_1993,-12.8942341620168,2.51249528294224e-06,3.23124204120978,131,0.958352317045778,330.2,736.6,
yes,WBIC_YEAR,2661100_1999,-14.4172182980734,5.47875208265977e-07,3.46785930830662,198,0.94747358782481,276.86,749.3,
NO,WBIC_YEAR,2661100_2012,-10.6327817596605,2.41124619040151e-05,2.90610510341644,3,0.996635661628591,457.2,713.74,n< 25
yes,WBIC_YEAR,2675200_1986,-13.1926124625993,1.86432320666321e-06,3.26776047173019,400,0.978410169024242,307.34,769.62,
yes,WBIC_YEAR,2675200_1992,-10.3097737866523,3.33059737007888e-05,2.7809883572497,467,0.945478338718578,121.92,690.88,
yes,WBIC_YEAR,2678100_1994,-12.7702439298013,2.84415675485505e-06,3.19936096464293,79,0.986882636757265,195.58,711.2,
yes,WBIC_YEAR,2678100_1997,-11.9082352344037,6.73471386083627e-06,3.05263568810223,169,0.966528083109379,302.26,744.22,
yes,WBIC_YEAR,2691500_1993,-12.67344326336,3.13323900260865e-06,3.18682327814979,103,0.944253349710953,345.44,609.6,
yes,WBIC_YEAR,2691500_1998,-14.2700961440139,6.34710946524181e-07,3.40290097494436,43,0.9155317810674,368.3,609.6,
yes,WBIC_YEAR,2692900_1988,-12.1075805913893,5.51752818029636e-06,3.07720576369889,256,0.9877868871365,160.02,698.5,
yes,WBIC_YEAR,2694000_1991,-13.67718188704,1.14835291847089e-06,3.30321573357994,267,0.863118415757634,266.7,718.82,
yes,WBIC_YEAR,2695800_1992,-7.61947095086245,0.000490801420507349,2.3505707850033,158,0.970489763997421,104.14,711.2,
NO,WBIC_YEAR,2704200_1984,-13.0975345439428,2.05027927180673e-06,3.2466384062105,5,0.994673403748929,287.02,571.5,n< 25
yes,WBIC_YEAR,2704200_1992,-10.9033119578554,1.83972022258153e-05,2.88327283885122,454,0.908064616064366,139.7,741.68,
yes,WBIC_YEAR,2706500_1990,-12.4096450876342,4.07905551554611e-06,3.14109505799266,346,0.977937304715252,134.62,660.4,
yes,WBIC_YEAR,2706500_1999,-11.1618868042078,1.4205422440968e-05,2.93802204258335,226,0.984402580816005,177.8,708.66,
yes,WBIC_YEAR,2706800_1987,-12.5455379145091,3.56075515106537e-06,3.16737813802756,141,0.984101947719592,317.5,731.52,
yes,WBIC_YEAR,2706800_1990,-12.1636593089725,5.21662817132336e-06,3.09171092828078,447,0.95707033266904,144.78,711.2,
yes,WBIC_YEAR,2706800_1996,-12.6465517580106,3.21863964551511e-06,3.17202450485778,254,0.980010849507907,157.48,693.42,
NO,WBIC_YEAR,2710800_1992,-13.9459794124747,8.77683828415535e-07,3.33176499390592,5,0.787798381181234,439.42,553.72,n< 25
yes,WBIC_YEAR,2732600_1993,-10.7474960585383,2.14991736481657e-05,2.84873201369715,299,0.959137548037455,116.84,670.56,
yes,WBIC_YEAR,2734200_1993,-8.37324462210838,0.00023096494271265,2.47320896872827,29,0.940189634167105,215.9,502.92,
yes,WBIC_YEAR,2741600_1993,-10.6752806242459,2.31091798275297e-05,2.84095816570916,38,0.888825459718946,383.54,574.04,
yes,WBIC_YEAR,2741600_1995,-11.1973533889637,1.37104342769728e-05,2.92929007315026,327,0.962935261739318,129.54,690.88,
NO,WBIC_YEAR,2742100_1993,-14.5803997376662,4.65385502276769e-07,3.45193661378669,109,0.783731789134926,350.52,622.3,r^2< 0.85
NO,WBIC_YEAR,2742100_1998,-13.0134022050085,2.23023810419945e-06,3.19787470609942,277,0.824446862867752,238.76,515.62,r^2< 0.85
NO,WBIC_YEAR,2742500_1998,-11.9211850340496,6.64806293266947e-06,3.02817580385001,2,1,307.34,431.8,n< 25
yes,WBIC_YEAR,2742700_1993,-12.0305052814802,5.9596113932942e-06,3.06638916172791,77,0.911136226593282,386.08,734.06,
yes,WBIC_YEAR,2747300_1992,-10.3368277729293,3.24169937915299e-05,2.78248416903659,264,0.957290055463985,121.92,652.78,
yes,WBIC_YEAR,2747300_1997,-9.22311909958235,9.87302573656088e-05,2.58964390134924,310,0.947262752405538,111.76,728.98,
yes,WBIC_YEAR,2762200_1990,-13.8592189599713,9.57233044015006e-07,3.36208079267382,153,0.956332775932635,302.26,741.68,
yes,WBIC_YEAR,2856400_1996,-13.4265750921389,1.47540933393716e-06,3.29741802672247,228,0.956543649266822,144.78,708.66,
yes,WBIC_YEAR,2858100_1999,-13.281091131685,1.7064572303809e-06,3.27041908798263,176,0.953209284465751,246.38,734.06,
yes,WBIC_YEAR,2858300_1982,-7.4220385735365,0.000597928980042921,2.31852894764421,32,0.936479878742474,215.9,434.34,
yes,WBIC_YEAR,2865000_1994,-12.6572444792498,3.18440697537921e-06,3.15879168618422,342,0.932217958686137,312.42,728.98,
NO,WBIC_YEAR,2865000_1998,-10.5258659112181,2.68333266515589e-05,2.79453442998458,127,0.78878980327509,381,612.14,r^2< 0.85
yes,WBIC_YEAR,2866200_1995,-8.25806208402994,0.000259160736625141,2.44916460758856,185,0.939932304933362,129.54,695.96,
yes,WBIC_YEAR,2866200_2000,-11.3761189876078,1.14660623278586e-05,2.95185430148937,34,0.908433652216886,276.86,535.94,
yes,WBIC_YEAR,2897100_1990,-14.5909643073589,4.60494784356889e-07,3.50777641749319,127,0.894789849467525,406.4,673.1,
yes,WBIC_YEAR,2897100_1996,-11.6147933137481,9.03148896013334e-06,3.0277594796863,219,0.968741640128596,162.56,741.68,
yes,WBIC_YEAR,2899200_1995,-14.6260378618122,4.44623552688237e-07,3.51364761686187,58,0.985019952737799,381,678.18,
yes,WBIC_YEAR,2900200_1988,-12.7484826216137,2.90672766980438e-06,3.19613597797958,137,0.98044569542532,279.4,749.3,
yes,WBIC_YEAR,2900200_1994,-12.8928624484212,2.51594407171502e-06,3.2147592527183,174,0.971408070251097,231.14,703.58,
NO,WBIC_YEAR,2902900_1991,6.95010570485587,1043.26,NA,2,0,495.3,495.3,n< 25
NO,WBIC_YEAR,2914800_1993,-14.1151405509027,7.41092379371935e-07,3.40984152920562,12,0.924371055386873,386.08,690.88,n< 25
NO,WBIC_YEAR,2942300_1993,-16.5253625376178,6.6546656245145e-08,3.7559802987712,211,0.611908155638118,269.24,637.54,r^2< 0.85
NO,WBIC_YEAR,2949200_1992,-15.2159504790204,2.46488504603315e-07,3.59654785317066,200,0.811942311512755,254,609.6,r^2< 0.85
NO,WBIC_YEAR,2949200_1998,-12.8122760671349,2.7270883206864e-06,3.15387449764201,135,0.619438907497442,215.9,665.48,r^2< 0.85
yes,WBIC_YEAR,2949200_2011,-12.9409955984642,2.39771202443447e-06,3.23502923080192,94,0.973310078891836,228.6,721.36,
yes,WBIC_YEAR,2953500_1993,-12.4088259644602,4.08239813326773e-06,3.12264038494639,246,0.953095612816545,223.52,759.46,
NO,WBIC_YEAR,2953800_1996,6.11719370631515,453.59,NA,2,0,386.08,386.08,n< 25
yes,WBIC_YEAR,2954500_1994,-13.754053815254,1.06338449640262e-06,3.35677297198483,108,0.959406038785125,213.36,688.34,
yes,WBIC_YEAR,2954500_1998,-14.4561211106974,5.26970582473005e-07,3.46117836101249,146,0.908071981796574,187.96,701.04,
yes,WBIC_YEAR,2954800_1994,-13.7422472015554,1.07601387475365e-06,3.32518234456242,489,0.860753324627674,139.7,754.38,
yes,WBIC_YEAR,2958500_1992,-12.1143757029755,5.48016305450387e-06,3.07666406389952,94,0.911182537368283,203.2,647.7,
yes,WBIC_YEAR,2958500_1997,-13.5511146323782,1.30264384424252e-06,3.32201392433266,150,0.970720750176613,261.62,680.72,
yes,WBIC_YEAR,2962400_1992,-12.1308535785746,5.39060152774948e-06,3.09055070416899,43,0.943432008425216,383.54,680.72,
yes,WBIC_YEAR,2962900_1992,-11.9825177111552,6.25257167306479e-06,3.07447567097117,173,0.930639491436143,276.86,680.72,
yes,WBIC_YEAR,2963200_2013,-13.519719106144,1.34418979926322e-06,3.32591184357148,59,0.971072616327003,147.32,254,
yes,WBIC_YEAR,2963800_1991,-13.5980850726066,1.24287281383395e-06,3.32167261642849,303,0.975138074760215,142.24,731.52,
yes,WBIC_YEAR,2963800_1999,-13.3171223561918,1.64606600512942e-06,3.28511953850091,193,0.979179577075364,256.54,731.52,
yes,WBIC_YEAR,2964100_1999,-13.1968586490864,1.85642372585884e-06,3.26104371637351,163,0.963278137957046,210.82,690.88,
yes,WBIC_YEAR,378400_1999,-12.9344241176756,2.41352042836129e-06,3.23460579923301,131,0.98095123242942,223.52,698.5,
yes,WBIC_YEAR,394400_1992,-13.3839092421591,1.53972113029716e-06,3.29771170265046,302,0.895350347563206,266.7,675.64,
yes,WBIC_YEAR,396500_1992,-14.9259839956257,3.29402972379732e-07,3.53815794530619,185,0.936590263534502,309.88,698.5,
yes,WBIC_YEAR,406900_1991,-13.2400073468081,1.7780250238627e-06,3.2834706165094,178,0.936206970790285,195.58,670.56,
yes,WBIC_YEAR,418700_1996,-13.4317093617245,1.46785359785837e-06,3.27101720796712,90,0.942816801319079,251.46,652.78,
yes,WBIC_YEAR,478200_1998,-11.8669047605832,7.01889499396773e-06,3.05655418014196,99,0.982551178269888,182.88,741.68,
yes,WBIC_YEAR,479300_1998,-11.8678702931151,7.01212129315381e-06,3.04094947469936,88,0.985100924735443,182.88,693.42,
yes,WBIC_YEAR,608400_2013,-10.7474684043119,2.14997681994029e-05,2.86924471576162,62,0.987514793019855,172.72,673.1,
yes,WBIC_YEAR,651600_2012,-10.7308943469257,2.18590759599547e-05,2.86677875108295,63,0.953410548477256,287.02,698.5,
NO,WBIC_YEAR,653700_1993,-5.90775760929593,0.00271827549401678,2.06009270054899,5,0.339994750531336,381,414.02,n< 25
yes,WBIC_YEAR,653700_2011,-13.5677397841362,1.2811662217036e-06,3.32517231747223,123,0.980730813253997,284.48,759.46,
NO,WBIC_YEAR,672300_2012,-9.39192634256185,8.33946547348478e-05,2.66957760297747,24,0.974382815016005,182.88,701.04,n< 25
yes,WBIC_YEAR,672900_2012,-9.87473244135289,5.14586265384648e-05,2.75464786911778,72,0.964426181696452,162.56,754.38,
yes,WBIC_YEAR,677100_2013,-12.5579520470156,3.51682470814431e-06,3.16445163316134,81,0.950996649588463,345.44,673.1,
yes,WBIC_YEAR,679300_2013,-12.4565250474929,3.89224265877099e-06,3.16318185318003,121,0.942824140325311,421.64,690.88,
yes,WBIC_YEAR,683000_1999,-13.2354533898039,1.78614053820011e-06,3.28790415372887,125,0.973196397182464,241.3,716.28,
yes,WBIC_YEAR,692400_1992,-13.9831120870367,8.45690750732425e-07,3.38567759309597,326,0.900207514178518,256.54,764.54,
yes,WBIC_YEAR,692400_1997,-14.7735595259431,3.83640651476365e-07,3.50892098151223,236,0.965856307384361,233.68,619.76,
yes,WBIC_YEAR,692400_2014,-12.965013575449,2.34080990448777e-06,3.22397870259131,117,0.971182241140437,317.5,586.74,
yes,WBIC_YEAR,692900_1994,-14.134732065972,7.26714558382596e-07,3.42253122739392,290,0.977242239602093,190.5,695.96,
yes,WBIC_YEAR,692900_1997,-12.7672721450078,2.85262154819173e-06,3.19823128358799,231,0.973840935363417,254,711.2,
NO,WBIC_YEAR,716800_1992,-10.3826558045026,3.09649138886725e-05,2.82072882538681,66,0.677395975641878,381,571.5,r^2< 0.85
NO,WBIC_YEAR,716800_1998,-9.60570034829311,6.73437574033041e-05,2.72382225147373,74,0.422280962295082,497.84,777.24,r^2< 0.85
NO,WBIC_YEAR,968800_1991,-14.0039223089895,8.28273594509062e-07,3.3578465065869,253,0.819822817177568,124.46,665.48,r^2< 0.85
NO,WBIC_YEAR,971600_1988,-18.2984851388906,1.12997510901554e-08,4.12308788781086,13,0.939863415024349,330.2,632.46,n< 25
NO,WBIC_YEAR,974200_1988,-12.5877865199473,3.41345180220079e-06,3.17482676687107,55,0.813758456703554,256.54,520.7,r^2< 0.85
yes,WBIC_YEAR,977500_1988,-14.404736878944,5.54756322072263e-07,3.4633457522628,98,0.984754922738522,246.38,713.74,
yes,WBIC_YEAR,977500_1990,-15.9144656950157,1.22584445306166e-07,3.6930806993237,182,0.965743477407022,271.78,739.14,
yes,WBIC_YEAR,977500_1996,-12.6145331660687,3.3233635644713e-06,3.15542838662707,308,0.990460375941497,99.06,723.9,
yes,WBIC_YEAR,983500_2012,-12.625858779838,3.28593677307612e-06,3.17344095461668,54,0.908953400047017,508,695.96,
yes,WBIC_YEAR,995000_2012,-11.2957898691466,1.24251257023108e-05,2.94637012086177,85,0.971412819576098,220.98,464.82,
yes,WBIC_YEAR,995200_1994,-11.5601394473173,9.53883261571271e-06,2.99023901529206,488,0.950006726223039,127,731.52,
yes,WBIC_YEAR,995200_1995,-12.9820388906576,2.30129421604743e-06,3.21807306297843,442,0.98147688188113,111.76,698.5,
yes,WBIC_YEAR,995200_1998,-12.8345614387668,2.66698632898669e-06,3.21258517253742,204,0.969854908261985,208.28,711.2,
yes,WBIC,181400,-14.3694011946347,5.74709469293823e-07,3.45490164714284,50,0.990579316452311,223.52,678.18,
yes,WBIC,378400,-12.9344241176756,2.41352042836129e-06,3.23460579923301,131,0.98095123242942,223.52,698.5,
yes,WBIC,394400,-13.3839092421591,1.53972113029716e-06,3.29771170265046,302,0.895350347563206,266.7,675.64,
yes,WBIC,396500,-14.9259839956257,3.29402972379732e-07,3.53815794530619,185,0.936590263534502,309.88,698.5,
yes,WBIC,406900,-13.2400073468081,1.7780250238627e-06,3.2834706165094,178,0.936206970790285,195.58,670.56,
yes,WBIC,418700,-13.4317093617245,1.46785359785837e-06,3.27101720796712,90,0.942816801319079,251.46,652.78,
yes,WBIC,478200,-11.8669047605832,7.01889499396773e-06,3.05655418014196,99,0.982551178269888,182.88,741.68,
yes,WBIC,479300,-11.8678702931151,7.01212129315381e-06,3.04094947469936,88,0.985100924735443,182.88,693.42,
yes,WBIC,608400,-10.7474684043119,2.14997681994029e-05,2.86924471576162,62,0.987514793019855,172.72,673.1,
yes,WBIC,651600,-10.7308943469257,2.18590759599547e-05,2.86677875108295,63,0.953410548477256,287.02,698.5,
yes,WBIC,653700,-13.5002820128262,1.37057251284948e-06,3.31473042283607,128,0.980050572645368,284.48,759.46,
NO,WBIC,672300,-9.39192634256185,8.33946547348478e-05,2.66957760297747,24,0.974382815016005,182.88,701.04,n< 25
yes,WBIC,672900,-9.87473244135289,5.14586265384648e-05,2.75464786911778,72,0.964426181696452,162.56,754.38,
yes,WBIC,677100,-12.5579520470156,3.51682470814431e-06,3.16445163316134,81,0.950996649588463,345.44,673.1,
yes,WBIC,679300,-12.4565250474929,3.89224265877099e-06,3.16318185318003,121,0.942824140325311,421.64,690.88,
yes,WBIC,683000,-13.2354533898039,1.78614053820011e-06,3.28790415372887,125,0.973196397182464,241.3,716.28,
yes,WBIC,692400,-14.3445967641034,5.89143079109235e-07,3.44385768445438,679,0.93936519559316,233.68,764.54,
yes,WBIC,692900,-13.6621804173757,1.16570976353015e-06,3.34460755699653,521,0.975617355050423,190.5,711.2,
